,text,label,wordCount
526,except with respect to customers obligations to pay fees and its sharing redistribution or other use the data in violation of this agreement a in no event will either party be liable to the other party for any indirect incidental special punitive or consequential loss or damages and b each party s maximum aggregate liability for all claims arising out of or in connection with this agreement shall be limited to the amounts paid to p1_n ame under this agreement during the preceding twelve 12 calendar months prior to the incident giving rise to the liability notwithstanding the above p1_n ame s maximum aggregate liability under clause 71 b shall be limited to 500 percent of the total amounts paid to p1_n ame under this agreement during the preceding twelve 12 calendar months prior to the incident giving rise to the liability,57,142
527,p1_name retains all rights titles and interests in and to the p1_pro and improvements thereto together with any tools materials specifications guidelines and instructions provided by p1_name to customer as well as all intellectual property rights in the p1_ pro including without limitation all copyrights trademarks patents rights in databases goodwill trade secrets and moral rights therein customer will not remove obscure or alter any copyright or trademark notices or other notices provided in or through the p1_ pro any rights not expressly granted to customer in this agreement are reserved by p1_name,30,93
528,each order sets out the fees payable by customer for the p1_ pro if customer elects to add features or functionality to an order additional fees may apply and be payable by customer any discounts applied to an order are specific to such order customer agrees to pay the fees in accordance with the terms set out in the applicable order and within thirty 30 days of the date of invoice payment period customer must notify p1_name of any disputes in writing and provide reasonable detail of the basis for such dispute within the payment period or such invoice will be deemed undisputed and due unless otherwise agreed by the parties all payments are due in united states dollars if any payment date falls on a nonbusiness day in the united states payment will be payable on the next business day customer will pay all wire electronic transfer and administrative fees associated with its payment of the fees under this agreement such fees may not be deducted from the amount payable to p1_name hereunder if any undisputed invoice amounts are past due then p1_name may without limiting its other rights and remedies suspend the p1_pro until such amounts are paid in full if customer fails to pay undisputed invoices when they fall due p1_name may charge customer on the outstanding amount a a finance charge of 15 percent per month 18 percent per year or b the highest amount permissible by law whichever is less all costs expenses and fees incurred by p1_name or its agents to collect past due balances will be charged to customer customer will pay all applicable taxes under this agreement unless customer provides p1_name with a properly completed exemption certificate prior to the applicable payment due date customer will not pay taxes based on p1_name s net income all prices are exclusive of all taxes duties vat withholdings and other government assessments if payable and subject to provision of a proper tax invoice fees are payable in accordance with the time limits set forth in section 32 notwithstanding any claim or request customer may have regarding withholding tax or any other regulations codes or obligations,46,360
529,this agreement will become effective on the effective date and shall continue for the term unless and until terminated earlier in accordance with the terms herein customer may not terminate an order for convenience during its term each order shall operate for the term set out in such order and the parties agree to automatically renew any order in effect unless either party provides written notice of nonrenewal at least ninety 90 days before the expiration of the applicable current term notwithstanding section 92 cancellation notifications must be emailed to p1_ ema and state the corresponding order number either party may terminate this agreement if the other party commits a material breach of this agreement and if the breach is curable fails to cure such breach within thirty 30 days unless otherwise stated in this agreement of receiving formal written notice of such breach any notice shall specify in reasonable detail the facts and circumstances constituting the material breach p1_name may terminate this agreement immediately in the event that customer or any of its affiliates begin commercially offering products andor services that display mobile app download revenue andor usage trends aside from data solely about customer s own apps in the event of such termination p1_name s obligations under the agreement will be deemed to be fully discharged upon termination of this agreement for any reason p1_name will cease providing the p1_pro to customer if termination was due to customer s unremedied material breach or pursuant to a breach of sections 14 5 or 91 customer must take reasonable steps to delete all data made available by andor received from p1_name and any materials derived from or based on the data within five 5 business days after the effective date of termination otherwise customer may retain and use any data received prior to termination in accordance with the terms of this agreement any provisions that by their nature should survive termination will survive termination including but not limited to sections 15 p1_name services rights confidentiality indemnification limitation of liability and general provisions,47,342
530,confidential information means all information disclosed by a party the disclosing party during the term to the other party the receiving party that is designated as confidential or that reasonably should be understood to be confidential given the nature of the information and the circumstances of disclosure customer s confidential information includes without limitation data provided by customer to p1_name in the course of using or receiving the p1_ pro p1_name s confidential information includes without limitation the services and data the valuebased pricing of the p1_pro including the listed price andor pricing methodology which shall in no event be shared or otherwise disclosed to any other entity the terms of this agreement and any order including pricing business plans and product designs confidential information does not include information that a is or becomes generally known to the public without breach by the receiving party b was known to the receiving party prior to disclosure by the disclosing party without breach of any obligation owed to the disclosing party c is received from a third party without breach of any obligation owed to the disclosing party or d was independently developed by the receiving party all confidential information is and shall subject to any right of any other owner remain the property of the disclosing party by disclosing confidential information to the receiving party the disclosing party does not grant any express or implied rights eg under patent copyright trademark or trade secret laws all rights not expressly granted herein are reserved by the disclosing party the receiving party will a protect the disclosing party s confidential information with the same degree of care that the receiving party uses to protect the confidentiality of its own confidential information of like kind but not less than reasonable care b not use the disclosing party s confidential information for any purpose other than the provision improvement or use of the p1_ pro and c limit access to the disclosing party s confidential information to employees who need that access for purposes consistent with this agreement and who are bound by confidentiality provisions no less stringent than those set forth herein the receiving party will be liable for compliance with the terms of this agreement by any employee s to whom the receiving party discloses any of the disclosing party s confidential information the receiving party may disclose confidential information of the disclosing party to satisfy applicable laws and lawfully issued orders including but not limited to legal demands requirements subpoenas decrees or orders by a competent court of law or governmental or administrative body provided however that in such circumstances the receiving party will to the extent commercially practicable and legally permissible advise the disclosing party in writing prior to such disclosure so that the disclosing party has an opportunity to defend limit andor protect against the production or disclosure receiving party will disclose only that portion of the confidential information that is required by law or regulation to be disclosed receiving party will exercise all reasonable efforts at the disclosing party s cost to obtain a protective order or other reliable assurance that confidential treatment will be accorded any confidential information required to be disclosed without prejudice to any other rights of the disclosing party in the event of an unauthorized disclosure or use of confidential information the receiving party will use all reasonable measures to assist the disclosing party in recovering and preventing the use dissemination sale or other disposal of such confidential information the receiving party acknowledges that the confidential information is valuable to the disclosing party and that any unauthorized disclosure or use may cause irreparable damage to the disclosing party the receiving party therefore agrees that money damages alone would be insufficient and that upon any actual or threatened violation or breach of the obligations herein the disclosing party will be entitled in addition to any other rights or remedies available to it at law or equity to seek specific performance or injunctive relief without the posting of a bond,19,673
531,p1_n ame warrants that 1 it has full rights and authority to enter into and perform its obligations under this agreement and 2 it will perform the services in a professional and workmanlike manner except for the foregoing the p1_pro are provided on an as is and as available basis without warranties of any kind to the fullest extent permitted by law p1_name disclaims any and all other warranties express implied or otherwise including without limitation implied warranties of merchantability noninfringement or fitness for a particular purpose whether arising by a course of dealing usage or trade practice or course of performance p1_n ame does not guarantee i the accuracy of any data or ii the availability of any data based on external sources,15,124
532,each party agrees to defend and indemnify the other party on written demand from and against any and all losses liabilities damages and expenses and costs including without limitation reasonable fees for attorneys disbursements and administrative or court costs which arise directly from any such claim action or proceeding which claims actions or proceedings result from a use or distribution of data other than as expressly permitted in this agreement or in an order b the knowing infringement of any thirdparty patents c the gross negligence or willful misconduct or d breach of section 18 the indemnified party will have the right but not the obligation to participate in at its own expense the defense of any such suit or proceeding any indemnity under this agreement shall only apply to the extent that the indemnified party a notifies the indemnifying party within 30 days in writing of first learning about any claim or suit relevant to the indemnity b makes no admissions or settlements without the indemnifying party s prior written consent c allows the indemnifying party complete control over any negotiations or litigation andor the defen s e or settlement of such suit or claim and d gives the indemnifying party all information and assistance as it may reasonably require notwithstanding the foregoing p1_name will not be liable for or be obligated to defend any claims arising out of or related to i changes alterations or modifications to the p1_pro that have not been requested by p1_name ii combination of the p1_pro with other equipment data documentation items or products iii use of the p1_pro by customer in a manner or for a purpose inconsistent with the terms of this agreement iv failure to use an upgrade or replacement version of the p1_pro when such upgrade or replacement version is made available by p1_name or v customer s negligent acts or omissions in the event of a claim p1_name may in addition to the foregoing at its sole option and expense i procure for customer the right to continue using the p1_pro under the terms of this agreement ii replace or modify the affected p1_pro so that they are noninfringing and substantially equivalent in function or iii if options i and ii above can not be accomplished despite p1_name s reasonable efforts then p1_name may terminate customer s rights and p1_name s obligations hereunder with respect to the affected p1_pro and refund to customer a prorated portion of the fees prepaid for such p1_ pro,34,416
533,this agreement becomes binding on the effective date each order placed under it does not become binding until p1_name has accepted p2_name s order whether orally or in writing,36,29
534,all courses provided by p1_name to p2_name staff are nonresidential and do not include overnight accommodation but will include a midday meal coffee and tea as appropriate,53,27
535,p1_name may collect personal data from p2_name staff it may be anonymised and aggregated and p1_name may use such anonymised and aggregated data for generic research purposes however p1_name undertakes not to publish any research based on p2_name data only even where anonymised and aggregated without obtaining the prior written consent of p2_name,18,53
536,p1_name may have to cancel a booking from time to time for a number of reasons if it does so it shall try to give as much notice as possible and shall refund any money paid in respect of the cancelled course where a course is cancelled p1_name shall normally give details of when and where p1_name is holding similar courses if a delegate fails to attend p2_name will still be liable to pay the fee for that delegate p2_name may make substitutions of delegates at any time without charge p2_name can not guarantee that any specific dietary requirements are catered for if given less than two weeks notice note that some courses build on the knowledge obtained in previous courses in which case attendance at the subsequent course is limited to those who have attended the previous course,33,139
537,either party may terminate this agreement for convenience at any time by giving not less than six months written notice to the other provided that such termination shall not be effective prior to expiry of the initial period either party may terminate this agreement by notice in writing to the other if the other party materially breaches this agreement and where such breach is capable of remedy the other party has not effectively remedied such breach within 14 days of receiving a notice requiring remedy the other party enters insolvency the other party undergoes a change of control where control shall have the meaning assigned to it by s840 of the income corporation tax act 1988,11,116
538,if p2_name requests p1_name to implement an onsite event the provisions of this clause 13 apply in addition to the other terms and conditions provision of equipment and location p1_name will agree the location for the event with p2_name if p2_name wishes to change the location p1_name may at its option cancel the event without any liability to p2_name or charge additional expenses reasonably incurred for example travel and accommodation expenses as a result of the change if p1_name exercises its right to cancel p2_name will be liable for any of p1_name s outofpocket expenses which it can not recover unless agreed otherwise in writing p2_name will be responsible for ensuring that the location is suitable for the event and will arrange refreshments including midday meal for delegates and speaker s and equipment p1_name will give prior notification of the equipment required for example overhead projector video projector radio microphone and pa in the absence of prior notification p2_name shall provide a video data projector with a sixfoot screen and two flipcharts with stands delegates p2_name shall provide to p1_name a list of delegates to enable p1_name to dispatch joining instructions and course materials p2_name shall provide this list at least 14 days prior to the event unless another time period has been specified by p1_name there will be no reduction in the fee if fewer than the agreed number of delegates appear on the day of an event if within 21 days of the date of the event p2_name wishes to cancel or change the date of the event p1_name will charge the following administration fee for a oneday course val_1 plus vat for a twoday course val_2 plus vat,53,281
539,p2_name must pass on payment with each order where cleared payment has not been received by the date of an event p1_name may refuse to deliver the event although the full charge for that event remains payable p2_name agrees to pay for manuals in advance as specified in the order delivery of manuals is as set out in clause 17 below,46,61
540,the provisions of clauses ref_number shall survive termination of this agreement however caused,28,13
541,any notice given under this agreement shall be in writing and shall be delivered or sent by prepaid registered post or to the address of the relevant party as set out on the order or to such address within the united kingdom as subsequently notified to the other party pursuant to this clause in the case of post the notice shall be deemed to have been received 72 hours after it was posted notices under clauses other than clause 9 termination may also be sent by email to the following email addresses to p2_name p2_ema to p1_name p1_ema or such other email addresses as a party shall notify in writing to the other party an email notice shall be deemed to have been received on the working day after it was sent unless a nondelivery notice has been received in which case the notice shall be deemed not have been delivered or a deliver receipt has been received or the recipient has responded to it on the day it was sent in which case it shall be deemed received on the day it was sent schedule order details year 1 twoday training workshop for 6 p2_name staff to become p2_name trainers in the topic area self awareness and modifying behaviour plus half a day coaching for each p2_name trainer subsequent to the training and support for each p2_name trainer at their first solo training event cost development of the course and delivery val_3 vat date of delivery postworkshop coaching and first solo delivery support val_4 vat location to be advised cost per manual including fee for use of intellectual property val_5 including delivery delivery address for manuals p2_name training centre lutterworth leicestershire,9,282
542,assignor appointed assignee to provide website and portal development services hosting and maintenance services as well as patient engagement services pursuant to a services agreement dated 2 nd december 2014 as subsequently amended on 23 april 2016 and tbc 2017 services agreement pursuant to the services agreement assignor became the legal and beneficial owner of the intellectual property rights as defined below assignor has agreed to assign the intellectual property rights to the assignee in consideration of the assignee paying 1,7,81
543,subject to clause ref_number below the assignor hereby assigns the rights both in relation to any such rights it holds at the date of this agreement and such rights as it may obtain in the future to the assignee in consideration of the sum of 1 payment of which is hereby acknowledged the assignment set out above is made with full title guarantee to the assignee absolutely free from all liens charges security interests andor encumbrances whatsoever including the right to take action and claim damages and other remedies in respect of any infringement of the rights or for possession of infringing copies whatsoever or whensoever occurring the assignment set out in clause ref_number above is made to the assignee absolutely free from all liens charges security interests andor encumbrances whatsoever including the right to take action and claim damages and other remedies in respect of any infringement of the rights or for possession of infringing copies whatsoever or whensoever occurring,7,161
544,the assignor hereby covenants with and warrants to the assignee that the assignor is the sole legal and beneficial owner of and owns all rights in and title to the rights and is free to enter into an assignment of such rights to the assignee prior to the date hereof no assignment of any of the rights or licence or any other right in respect of the rights has been made or granted or agreed to be granted to any third party no part of the works is subject to an open source licence and details of all third party platforms software modules operating systems and libraries necessary or desirable to make full use of the works have been disclosed in schedule 3 and there are no other such third party items required to make full use of the works,15,140
545,the assignor undertakes to procure that all obligations and liabilities to the web host under the web hosting agreement whether contingent or otherwise are fully satisfied as at the date hereof and shall take all steps in cooperation with the assignee to procure that the web hosting agreement is novated to the assignee the assignor undertakes at the date hereof to deliver up to the assignee in such format and medium as the assignee shall reasonably request copies of all materials including without limitation text images html xml scripts code passwords pass phrases access codes cryptographic keys databases schemas comprising the web sites or the software or any part of it or in any way necessary or desirable to enable the assignee to make full use of it,7,128
546,the assignor hereby waives to the maximum extent permitted by law all moral rights in the works the assignor hereby waives all and any claims which subsist at the date of this assignment or may arise in the future arising in any way out of the works including but not limited to any right to equitable remuneration any right to droit de suite or similar right and acknowledges that all sums or other benefits received from the assignee are full and sufficient payment and consideration in respect of such claims the assignor hereby grant to the assignee all consents and permissions which may be necessary now or in the future to enable the assignee to gain the maximum exploitation or benefit from the works,7,124
547,the assignor hereby covenant that at the cost and request of the assignee at any time and from time to time it will execute such deeds or documents and do such acts or things which may be necessary or desirable for the purposes of securing or absolutely vesting the rights in the assignee or to give effect to this assignment,2,60
548,this assignment shall be governed by and construed in accordance with the laws of england and the parties hereto submit to the exclusive jurisdiction of the english courts,0,28
549,this assignment does not confer a right on any person not a party to it and the provisions of the contracts rights of third parties act 1999 shall not apply,14,30
550,the sub contractor shall undertake the sub contractor services and shall where required by the main contractor work in collaboration with the mai n contractor the sub contractor agrees to be bound by and undertakes to the main contractor to comply with all the terms of the funding contract relevant to the sub contractor services and this a greement and to comply in such a way that the main contractor is able to fulfil its obligations to the funder under the funding contract in the event of any conflict arising between the terms of this a greement and those of the funding contract the terms of the funding contract shall prevail the sub contractor shall comply with those terms of the funding contract which relate to key p ersonnel in respect of those key personnel identified in this agreement the sub contractor shall indemnify and keep indemnified the main contractor against all actions proceedings costs claims demands liabilities losses and expenses whatsoever whether arising in tort including negligence default or breach of this agreement to the extent that any such loss or claim is due to the breach of contract negligence wilful defaul t or fraud of itself or of its e mployees or of any of its representatives save to the extent that the same is directly caused by or directly arises from the negligence breach of this agreement or applicable law by the main contractor or the funder the main contractor will where required by the sub contractor work in collaboration with the sub contractor to facilitate each party fulfilling its obligations under this agreement the main contractor agrees and undertakes to the sub contractor to comply with all the terms of the funding contract and to comply in such a way that the sub contractor is able to fulfil its obligations under this agreement the main contractor agrees and undertakes to provide the sub contractor with prompt notice of any and all matters which might affect the fulfilment or the main contractor s ability to fulfil its obligations under the funding contract the main contractor shall indemnify and keep indemnified the sub contractor against all actions proceedings costs claims demands liabilities losses and expenses whatsoever whether arising in tort including negligence default or breach of this agreement or the funding agreement to the extent that any such loss or claim is due to the breach of contract negligence wilful default or fraud of the main contractor or of its employees or of any of its representatives save to the extent that the same is directly caused by or directly arises from the negligence breach of this agreement or applicable law by the sub contractor the main contractor will consult and fully involve the sub contractor in all contacts with the funder concerning or relating to services levelskpis or any other form of performance indicator performance metrics the main contractor undertakes not to agree any performance metric with bcc which concerns or relates to the sub contractor services without the sub contractor s prior written agreement,13,508
551,in consideration of the sub contractor performing its obligations under this agreement the main contractor shall pay the sub contractor the payments without set off or deduction within 30 days of receipt of an undisputed invoice from the sub contractor in respect of the payment the payments include all taxes and subject to clause ref_number invoices issued by the sub contractor to the main contractor shall be sent for the attention of the main contractor representative and shall bear such information as the main contractor may from time to time reasonably require if the main contractor receives any interest payment under clause 135 of the funding contract in respect of a late payment by the funder in relation to the sub contracted services the main contractor undertakes to notify the sub contractor of such payment and forward the same without set off or deduction within 30 days of receipt from the funder the main contractor also undertakes to pass on to the sub contractor the benefit of any price increases in respect of the sub contracted services agreed by the funder in accordance with clauses 1311 to 1316 of the funding contract the sub contractor undertakes to maintain good and accurate records of all sums claimed under this a greement for inspection by the main contractor r epresentative if the funder refuses to pay the main contractor in respect of any of the sub contractor services andor claims money back from the main contractor in respect of any of the sub contractor services andor requires that any or all of the sub contractor services be performed again to such a standard as it may reasonably r equire under the funding contract collectively the circumstances described in 351 352 and 353 are to be referred to as a sub contractor service complaint the n subject to the main contractor i promptly notifying the sub contractor of any sub contractor service complaint of which the main contractor has notice ii the main contractor making no admission as to liability or agree ing any settlement of such claim without the sub contractor s prior written consent iii the main contractor allowing the sub contractor at the sub contractor s expense to conduct andor settle all negotiations disputes and litigation arising from the sub contractor service complaint and iv the main contractor at the sub contractor s expense giv ing the sub contractor such reasonable assistance as may be requested in such negotiation dispute or litigation then the sub contractor undertakes to indemnify the main contractor for any and all costs incurred by the main contractor associated with such action by the funder and if so agreed by the sub contractor in settlement of a sub contractor service complaint to perform such sub contractor services again to the standard required pursuant to the funding contract in the event that any of the circumstances referred to in clause ref_number apply and the main contractor ha s made payment to the sub contractor in relation to the sub contractor services in question the sub contractor shall repay to the main contractor on demand from the funder the payment or part of t he payment which relates to those sub contractor services the main contractor has not made payment to the sub contractor in relation to the sub contractor services in question the main contractor reserves the right to withhold such payment or part of the payment as relates to the sub contractor services in question if the main contractor is so instructed by the funder in the event that sums due from the main contractor to the sub contractor pursuant to this agreement become subject to value added tax the payment shall be deemed to be inclusive of value added tax,13,625
552,the sub contractor shall comply with all reporting requirements set out in the funding contract as if it were the main contractor save that it shall provide all required information and data to the main contractor within such reasonable time periods as the main contractor shall from time to time specify bearing in mind without limitation the time periods within which the main contractor is required to comply with its obligati ons under the funding contract and a ll inspection and audit requirements set out in the funding contract as if it were the main contractor without prejudice to the terms of the funding contract the sub contractor shall provide access at all reasonable times and on reasonable notice to the main contractor representative to inspect and take copies of books records documents and electronic information held in connection with the services or the performance of th is agreement the sub contractor shall enable those referred to in clause ref_number to interview its employees and agents to obtain information and oral explanations of books records or documents and electronic information the sub contractor and its employees shall cooperate with any person carrying out any review survey assessment or evaluation of the sub contractor services the sub contractor shall keep and maintain the books records documents and electronic information referred to in clause ref_number until 6 six years after the expiry or termination of this agreement,13,235
553,the sub contractor and the main contractor shall collaborate to produce reports on the progress of the services as required by the funder and the sub contractor and the main contractor shall arrange for regular meetings to monitor the progress of the funding contract,13,44
554,except as provided by clauses ref_number each party shall at all times during the continuance of this agreement and after its termination keep all confidential information of the other party confidential and accordingly not disclose any such confidential information to any other person and not use any confidential information of the other party for any purpose other than the performance of its obligations under the agreement each party may disclose a ny confidential information of the other party to any governmental or other authority or regulatory body or any of its own employees to such extent only as is necessary for the purposes contemplated by the agreement or as is required by law each party the disclosing party may use confidential information of the other party the owning party for any purpose or disclose it to any other person to the extent only that it is on the date of the agreement or becomes public knowledge through no fault of the disclosing party provided that in doing so the disclosing party shall not disclose any confidential information which is not public knowledge or it can be shown by the disclosing party to the reasonable satisfaction of the owning party to have been known to it prior to its being disclosed by the owning party to the disclosing party upon termination or expiry of this agreement each party shall immediately return to the other party all documents and materials and all copies thereof containing that other partys confidential information and confirm in writing to the other party that it has complied with the requirements of this clause ref_number the parties acknowledge that monetary damages would not be a sufficient remedy for breach of the terms of this agreement and that a party shall be entitled without prejudice to any other rights or remedies that may be available to seek injunctive relief or specific performance as remedy for any such breach this clause ref_number shall survive the termination or expiry of this agreement,19,331
555,each party acknowledges that except as provided in this clause 7 all right title and interest in intellectual property rights owned or used by the other party shall remain vested in or licensed to that party and that nothing contained in or undertaken pursuant to this agreement shall give the other party any right title or interest to or in the same in the absence of prior written agreement by the main contractor intellectual property rights including any programme materials and documents developed or created by the sub contractor or any employee agent or subcontractor of the sub contractor in the course of performing the sub contractor services or exclusively for the purpose of performing the sub contractor services shall vest in the main contractor on creation in the event that the documents materials and programmes produced as referred to in clause ref_number shall contain or make use of any software not originating from the sub contractor the sub contractor hereby grants the main contractor unlimited license to use and reproduce that part of documents materials and programme as required by the funder without payment of a fee the sub contractor warrants that it has the authority to so license the main contractor the sub contractor shall indemnify the main contractor against all claims demands actions costs expenses including legal costs and disbursements on a solicitor and client basis losses and damages arising from or incurred by reason of any infringement or alleged infringement including the defence of such alleged infringement of any intellectual property right by the availability of the sub contractor services except to the extent that they have been caused by or contributed to by the main contractors acts or omissions collectively an infringement claim provided that the main contractor i promptly notifies the sub contractor of any infringement claim of which the main contractor has notice ii the main contractor makes no admission as to liability or agrees any settlement of such claim without the sub contractor s prior written consent iii the main contractor allows the sub contractor at the sub contractor s expense to conduct andor settle all negotiations disputes and litigation arising from any claim or action relating to an infringement claim and iv the main contractor at the sub contractor s expense gives the sub contractor such reasonable assistance as may be requested in such negotiation settlement or dispute,51,397
556,this a greement shall start on the start date and shall as provided in this agreement and the funding contract continue for the initial term as defined in the funding contract and thereafter shall automatically extend for the same period as the funding contract if the funding contract is extended either party may terminate this agreement on written notice with immediate effect or on such date as it may specify in the notice if t he other party commits any breach of any of the provisions of this agreement and in the case of a breach capable of remedy fails to remedy it within days after receipt from the other party of a written notice giving full particulars of the breach and requiring it to be remedied an order is made or a resolution is passed for the winding up of the other party or if an order is made for the appointment of an administrator to manage the affairs business and property of the other party or if an administrator is appointed or if documents are filed with the court for the appointment of an administrator or if notice of intention to appoi nt an administrator is given by the other party or its directors or by a qualifying charge holder as defined in paragraph 14 of schedule b1 to the insolvency act 1986 or i f a receiver is appointed of the other partys assets or undertaking or if circumstances arise which entitle the court or a creditor to appoint a receiver or manager or which entitle the court to make a windingup order or if the other party takes or suffers any similar or analogous action in consequence of debt the other party shall cease or threaten to cease to carry on its business or be unable to pay its debts or become insolvent within the meaning of insolvency act 1986 or make or propose to make an arrangement or composition with its creditor s for the purposes of clause ref_number a breach shall be considered capable of remedy if the party in breach can comply with the provision in question in all respects other than as to the time of performance provided that time of performance is not of the essence any waiver by either party of a breach of any provision of this agreement shall not be considered as a waiver of any subsequent breach of the same or any other provision of this agreement this agreement shall automatically terminate in the event that the funding contract is terminated for any reason or expires the rights to terminate this agreement given by this clause ref_number shall be without prejudice to any other right or remedy of either party in respect of the breach concerned if any or any other breach on the expiry or termination of this agreement for any reason the sub contractor shall cooperate fully with the main contractor and the funder in relation to any exit management plan as defined in the funding contract cooperate with the main contractor and any new or proposed supplier of the sub contractor services to ensure the orderly transfer of responsibility for the provision of the sub contractor services not knowingly do or omit to do anything which may adversely affect the ability of the main contractor to ensure the orderly transfer of responsibility for the provision of the sub contractor services promptly repay to the main contractor any part of a payment which relates to the delivery of the sub contractor services after the date of termination the amount to be repaid by the sub contractor under clause ref_number shall be calculated on the basis that each payment is divided equally between the numbers of days on which the sub contractor services are to be delivered the provisions of this agreement which expressly or by implication continue to have effect after termination or expiry shall continue to do so no matter how this agreement is terminated,11,661
557,in the event that tupe applies on expiry termination or partial termination of this agreement the sub contractor shall discharge in full all the duties imposed on the main contractor in relation to the subcontractor services and the sub contractor shall have in full all rights and protections of the main contractor in relation to the sub contractor services and sections 3 5 and 6 of schedule 9 of the funding contract shall be used to determine the respective rights of the main contractor and sub contractor save that for the purpose of this clause wherever there is a reference to service provider or a term referring to the service provider a reference to the sub contractor or a term referring to the sub contractor shall be substituted and wherever there is a reference to the council or a term referring to the council then a reference to the main contractor or a term referring to the main contractor shall be substituted,3,162
558,each party undertakes to effect and maintain at its own cost with a reputable insurance company a policy or policies of insurance providing as a minimum the levels of cover specified in the funding contract with such insurance to include coverage of claims brought by the other party under this agreement each party shall provide to the other party on request copies of all insurance policies referred to in clause ref_number together with receipts or other evidence of payment of the latest premiums due under those policies,49,87
559,subject to clause 115 neither party shall be liable to the other party as far as permitted by law for indirect special or consequential loss or damage in connection with this agreement which shall include without limitation any loss of or damage to profit revenue contracts anticipated savings goodwill or business opportunities whether direct or indirect each party shall at all times take all reasonable steps to minimise and mitigate any loss or damage for which the relevant party is entitled to bring a claim against the other party pursuant to this agreement subject to c lause the main contractor s total aggregate liability in respect of the indemnity given in clauses 28 and clause 9 is unlimited and in respect of all other claims losses or damages whether arising from tort including negligence breach of contract or otherwise under or in connection with this agreement other than a failure to pay any of the payments that are properly due and payable and for which the main contractor shall remain fully liable shall in no event exceed val_1 in each contract year or if lower the payments paid under or pursuant to this agreement in the subsequent contract year in respect of which the claim arises subject to clause the sub contactor s total aggregate liability in respect of the indemnities given by the sub contractor in clauses 25 36 74 and 9 is unlimited i n respect of all other claims losses or damages whether arising from tort including negligence breach of contract or otherwise under or in connection with this agreement shall in no event exceed val_2 in each contract year or if greater the payments paid under or pursuant to this agreement in the subsequent contract year in respect of which the claim arises notwithstanding any other provision of this agreement neither party limits or excludes its liability for fraud or fraudulent misrepresentation death or personal injury caused by its negligence breach of any obligation as to title implied by statute or any other act or omission liability for which may not be limited under any applicable law,57,351
560,neither party shall assign delegate subcontract charge mortgage or otherwise transfer any or all of its rights and obligations under this a greement without the prior written consent of the other party,7,32
561,subject to clause ref_number this agreement may only be amended in writing signed by the chair of the management committee of each of the parties,32,25
562,if the funder can impose on the main contractor amendments to or variations of the funding contract the main contractor shall be entitled on production of reasonable evidence of such amendment or variation to impose similar or consequential changes on the sub contractor the main contractor shall give reasonable notice where practicable of any such changes a variation or amendment may include a red uction in value of this agreement and a corresponding reduction in purchased activity,32,77
